a1	1	1	.	.	.	0.96875	1.875	.	.	.	0.875	1.416666667
a2	1	1	.	.	0	1.21875	0	.	.	0.083333333	0.583333333	0.5
a3	2	1	.	.	1.15625	0.46875	1.625	.	.	0.333333333	0.5	0.916666667
a4	1	1	.	.	.	0.71875	0.46875	.	.	.	0.25	0.666666667
a5	1	1	.	.	0	.	0	.	.	0.75	.	0.583333333
a6	1	1	.	0.71875	0.25	.	2.90625	.	0.75	0.083333333	.	0.833333333
a7	2	1	.	.	0	0	.	.	.	0.416666667	0.916666667	.
a8	1	1	0	0	0.46875	.	.	1.083333333	0.416666667	1.090909091	.	.
a9	2	1	.	0	0	0	.	.	0.583333333	0.583333333	0.416666667	.
a10	1	1	.	0	0	0.46875	.	.	0.25	0.083333333	0	.
a11	2	1	.	0	0	1.625	.	.	0	0.25	0.25	.
a12	1	1	.	0	0.96875	2.375	.	.	0.25	0.333333333	0.583333333	.
a13	2	1	.	.	.	0	0	.	.	.	1.25	0.333333333
a14	2	1	.	.	.	0.46875	1.21875	.	.	.	0.416666667	1.166666667
a15	2	1	.	.	0	0	0	.	.	0	1.166666667	0.833333333
a16	1	1	.	.	.	0.46875	0.4375	.	.	.	0.25	0.333333333
a17	2	1	.	.	.	0	.	.	.	.	0.5	.
a18	1	1	.	.	.	1.4375	0.4375	.	.	.	1.666666667	1.166666667
a19	1	1	.	.	0	0.21875	0	.	.	0.25	0.166666667	0
a20	1	1	0	0	0	.	.	1	1.916666667	0.75	.	.
a21	1	1	0.25	0	0	.	.	0.083333333	0.25	0.083333333	.	.
a22	2	1	.	.	.	0	0	.	.	.	0.083333333	0.166666667
a23	1	1	0	0	0	.	.	0.416666667	0.083333333	0.416666667	.	.
a24	1	1	.	.	1.40625	0.46875	1.1875	.	.	1.166666667	0.583333333	0.5
a25	1	1	.	.	0	0	0	.	.	0.5	0.25	0.25
a26	2	1	.	.	0.46875	0.21875	2.15625	.	.	0.666666667	0.5	0.666666667
a27	1	1	.	.	.	0.21875	1.4375	.	.	.	0.75	1.5
a28	2	1	.	0.25	0.21875	1.6875	.	.	1.166666667	1	2	.
a29	2	1	.	.	.	0	0.96875	.	.	.	2.416666667	2.25
a30	1	1	.	.	0.5	0	0	.	.	0.833333333	0.333333333	0.166666667
a31	2	1	.	.	0	0	0.96875	.	.	0.5	0.416666667	0.166666667
a32	2	1	0	0	0	.	.	0.75	0.333333333	0.416666667	.	.
a33	1	1	.	.	.	0	0	.	.	.	0.583333333	1.333333333
a34	1	1	.	.	0	0	0.46875	.	.	0.75	0.416666667	0.666666667
a35	2	1	.	.	0.46875	2.40625	5	.	.	1	0.166666667	1.166666667
a36	2	1	.	.	0	.	.	.	.	0.333333333	.	.
a37	1	1	.	.	.	0	2.40625	.	.	.	0.333333333	1.166666667
a38	1	1	.	.	0	0	0.46875	.	.	0.25	0.5	0.25
a39	2	1	.	0	0	0	.	.	0.666666667	0.416666667	0.333333333	.
a40	1	1	.	.	0.46875	0.6875	1.40625	.	.	0.916666667	1.416666667	1.333333333
a41	2	1	.	.	.	3.59375	4.0625	.	.	.	0.833333333	1.166666667
a42	2	1	0	0	0	.	.	1.333333333	0.166666667	0.916666667	.	.
a43	2	1	.	.	0.25	0.46875	0.9375	.	.	0.166666667	0.25	0.166666667
a44	2	1	.	.	.	0	0	.	.	.	0.666666667	0.5
a45	2	1	.	0	0	3.25	.	.	1	1.416666667	2.25	.
a46	1	1	.	.	.	5.0625	4	.	.	.	0.083333333	0.333333333
a47	1	1	.	0	0.96875	3.625	.	.	1.666666667	1.583333333	1.416666667	.
a48	2	1	.	.	.	1.40625	3.09375	.	.	.	1.75	0.583333333
a49	1	1	.	0	0.46875	0	.	.	0.333333333	0.083333333	0.583333333	.
a50	1	1	.	.	0	0.46875	0	.	.	1.916666667	2.166666667	1
a51	1	1	.	1.4375	1.875	0.65625	.	.	1	1.25	0.181818182	.
a52	2	1	.	.	0	0	0.71875	.	.	0.333333333	0.25	1.166666667
a53	2	1	.	.	0	0.46875	0	.	.	0.25	0.75	1.25
a54	2	1	.	.	0.46875	0.71875	.	.	.	0.25	1.25	.
a55	1	1	.	0	.	0	.	.	0.333333333	.	0.333333333	.
a56	1	1	.	0	0	0.71875	.	.	0.166666667	0.583333333	0.833333333	.
a57	2	1	.	.	.	0.46875	0.96875	.	.	.	0.666666667	0.25
a58	2	1	0	0	0	.	.	0	0.583333333	0	.	.
a59	2	1	0	0	0.46875	.	.	0	0.166666667	0.333333333	.	.
a60	1	1	.	0	0	0	.	.	1.25	1.666666667	1	.
a61	1	1	.	0	0	0	.	.	0.083333333	0.083333333	0.25	.
a62	1	1	.	.	0.71875	0.46875	0.46875	.	.	1	0.75	0.583333333
a63	1	1	.	0	0	0	.	.	0.333333333	0.083333333	0.416666667	.
a64	2	1	0	0.21875	2.625	.	.	0.166666667	1.416666667	1.583333333	.	.
a65	2	1	.	.	.	0	1.4375	.	.	.	1.416666667	1.416666667
a66	2	1	0	0	0	.	.	0.333333333	0.666666667	1.25	.	.
a67	1	1	.	0	0	0	.	.	0.333333333	0.583333333	0.75	.
a68	2	1	.	.	0.25	0.71875	1.6875	.	.	0.75	1.166666667	0.916666667
a69	2	1	.	.	.	0.21875	5.5	.	.	.	0.666666667	0.833333333
a70	1	1	.	1.84375	0.9375	.	.	.	0.666666667	0.7	.	.
a71	2	1	0	0	0	.	.	0.416666667	0.166666667	0.166666667	.	.
a72	2	1	.	.	.	1.65625	.	.	.	.	0.916666667	.
a73	1	1	.	0	0	0	.	.	0.5	0.5	1.083333333	.
a74	2	1	.	.	.	0.21875	.	.	.	.	0.25	.
a75	2	1	.	.	0	0.4375	0.96875	.	.	0.583333333	1.5	1.166666667
a76	1	1	.	.	0	0	0	.	.	0.25	0.083333333	0.166666667
a77	1	1	.	0.46875	.	6	.	.	0.666666667	.	2.333333333	.
a78	2	1	.	.	.	0	0	.	.	.	0	0
a79	1	1	.	.	.	0	0.21875	.	.	.	0.75	0.166666667
a80	2	1	.	.	.	1.1875	2.59375	.	.	.	0.75	0.75
a81	1	1	.	.	.	0.46875	0.46875	.	.	.	0.5	0.5
a82	1	1	.	.	.	1.1875	1.4375	.	.	.	0.75	0.916666667
a83	1	1	0	0	0.25	.	.	0	0.083333333	0	.	.
a84	2	1	.	.	0	0	0	.	.	0.75	0.25	0.583333333
a85	1	1	0	0	0	.	.	0.583333333	0.333333333	0.666666667	.	.
a86	2	1	.	0	0	.	0	.	0	0.083333333	.	0.416666667
a87	2	1	.	0	0	.	.	.	0.833333333	1	.	.
a88	1	1	0	0	0	.	.	0.166666667	0.166666667	0.333333333	.	.
a89	2	1	.	.	2.21875	0	3.53125	.	.	0.666666667	0.916666667	1.666666667
a90	2	1	.	.	0.25	0	0	.	.	1.416666667	1	1.363636364
a91	2	1	.	0.71875	0.21875	0	.	.	0.583333333	0.416666667	0.333333333	.
a92	1	1	.	0	0.6875	2.15625	.	.	1.333333333	0.75	1.166666667	.
a93	2	1	.	.	.	3.5	4.53125	.	.	.	1.166666667	0.833333333
a94	1	1	.	.	.	0.71875	0.21875	.	.	.	0.75	0.666666667
a95	1	1	0	0	1.90625	.	.	0.75	0.666666667	1.25	.	.
a96	1	1	.	.	2.65625	2.34375	.	.	.	1.583333333	1.916666667	.
a97	2	1	0	0	0	.	.	0.916666667	0	0.75	.	.
a98	2	1	.	0	.	0.71875	.	.	0.583333333	.	1.833333333	.
a99	2	1	.	.	0.71875	0.71875	0.21875	.	.	0.5	1.166666667	0.583333333
a100	1	1	.	.	.	2.59375	1.65625	.	.	.	1.25	1.083333333
a101	2	1	.	.	0.21875	1.46875	.	.	.	0.75	1	.
a102	1	1	.	.	2	4.09375	0	.	.	0.833333333	0.666666667	0.416666667
a103	2	1	.	.	0	0.46875	0.71875	.	.	0.75	1.666666667	1.583333333
a104	2	1	.	.	.	0.21875	0	.	.	.	0.25	0.333333333
a105	1	1	.	0	0	1.1875	.	.	0.75	0.5	1.833333333	.
a106	2	1	0	0	0.21875	.	.	1	0.5	1.083333333	.	.
a107	1	1	.	0	0	0	.	.	0.166666667	0.083333333	0	.
a108	1	1	0	.	.	.	.	0.083333333	.	.	.	.
a109	2	1	.	.	.	0.25	0.46875	.	.	.	1.416666667	0.333333333
a110	1	1	.	0	0	0	.	.	0.5	0.333333333	0.416666667	.
a111	2	1	.	0	0	0	.	.	0	0.083333333	0.166666667	.
a112	1	1	0	0	0	.	.	0.75	0.545454546	1.25	.	.
a113	1	1	.	.	.	0	0	.	.	.	0.166666667	0.363636364
a114	2	1	.	.	0	0.46875	.	.	.	0.333333333	0.916666667	.
a115	1	1	.	.	0.25	0.25	0	.	.	1.25	1.5	0.666666667
a116	2	1	.	.	.	0.71875	0.96875	.	.	.	1.416666667	0.583333333
a117	2	1	.	.	.	3.3125	2.65625	.	.	.	0.083333333	0.333333333
a118	2	1	0.46875	2.875	0.96875	.	.	1.333333333	1.333333333	1.166666667	.	.
a119	1	1	0	0	0	.	.	0	0.090909091	0.083333333	.	.
a120	1	1	0	0	0	.	.	0.083333333	0.166666667	0.25	.	.
a121	1	1	.	0	0	0.5	.	.	2.083333333	1.333333333	1.75	.
a122	1	1	.	0	0	0	.	.	0.166666667	0.272727273	0.25	.
a123	2	1	.	.	.	0.25	0.5	.	.	.	0.833333333	0.833333333
a124	2	1	0	0	0	.	.	0.083333333	0.083333333	0.583333333	.	.
a125	1	1	.	.	.	0	0.46875	.	.	.	0.666666667	1.083333333
a126	1	1	.	.	0.96875	0.96875	2.15625	.	.	1.666666667	1.416666667	1.25
a127	1	1	.	.	.	1.4375	1.65625	.	.	.	0.833333333	0.666666667
a128	1	1	0	0.71875	0.46875	.	.	0.5	0	0.083333333	.	.
a129	2	1	.	.	0	0	0.46875	.	.	1.583333333	1.416666667	0.75
a130	2	1	0	0	0	.	.	0.416666667	0.181818182	0.583333333	.	.
a131	1	1	.	.	0	0	0	.	.	0.166666667	0.25	0.25
a132	2	1	.	.	.	0	0	.	.	.	0.5	0.333333333
a133	2	1	0	0	0	.	.	0.083333333	0	0.166666667	.	.
a134	1	1	.	0	0	0	.	.	0.166666667	0.5	0.333333333	.
a135	1	1	.	.	.	0.9375	1.4375	.	.	.	0.5	0.583333333
a136	1	1	.	.	0.25	0.71875	.	.	.	0.583333333	0.75	.
a137	1	1	.	.	.	0	0.46875	.	.	.	1.083333333	0.75
a138	1	1	.	.	.	0.46875	4.09375	.	.	.	1.083333333	0.833333333
a139	1	1	.	.	.	3.25	5.03125	.	.	.	1.166666667	1.083333333
a140	2	1	.	.	0	0	4.03125	.	.	1.166666667	0.25	1.416666667
a141	2	1	.	.	0	0	.	.	.	0.333333333	0.083333333	.
a142	1	1	.	.	0.46875	0.21875	0	.	.	0.583333333	0.333333333	0.25
a143	2	1	.	.	0	0	0	.	.	0.083333333	1.25	0.916666667
a144	1	1	.	.	0	0.46875	1.65625	.	.	1.416666667	1.333333333	1.166666667
a145	1	1	.	.	0	0.9375	1.9375	.	.	1	1.166666667	0.666666667
a146	2	1	.	.	.	0	0	.	.	.	1.333333333	0.75
a147	2	1	0	0	0	.	.	0.25	0.166666667	0.583333333	.	.
