18	2.6206896552	2.65	28	2.1538461538	2.8333333333	1	2.9166666667
18	2.2413793103	2.85	NA	3.0769230769	2.5	1	4.1666666667
20	2.724137931	3.05	80	3	2.75	1	3.9166666667
17	1.9310344828	2.65	28	1.8461538462	3.4166666667	1	4.1666666667
17	2.724137931	2.95	10	2.0769230769	3.5833333333	0	3.5
17	2.4482758621	1.95	12	2.6153846154	3.8333333333	1	3.25
17	1.8965517241	2.55	21	2.1923076923	3.6666666667	1	4.25
17	2.5862068966	2.3	3	2.1923076923	3.4166666667	1	2.5833333333
17	2.4827586207	2	21	2.3461538462	3.0833333333	1	3.3333333333
17	1.9655172414	2.15	0	2.1538461538	3.4166666667	1	3.0833333333
17	2.2068965517	1.95	0	1.9615384615	4.5	1	3.25
17	2.9310344828	2.25	1	2.8846153846	2.9166666667	1	3.5833333333
17	2.3103448276	2.5	12	2.1153846154	3	0	3.3333333333
18	2.9655172414	3.2	4	2.4615384615	3.5	1	3.3333333333
18	3.0689655172	2.8	0	2.2692307692	3.6666666667	0	3.5833333333
18	2.0689655172	2.3	20	2.6538461538	3.5	1	3.75
18	3.0344827586	2.75	18	2	3.5	1	4
18	2.5172413793	2.25	2	2.1153846154	4.1666666667	1	3.5833333333
18	3.275862069	3	NA	2.1923076923	3.0833333333	0	3.8333333333
18	2.3103448276	2.95	0	2.4230769231	3.75	0	3.9166666667
18	2.7586206897	2.4	32	2.8076923077	3.4166666667	1	3
18	2.0344827586	3.7	64	2.6153846154	3.5	0	3.5
18	3.6206896552	2.15	0	2.5769230769	3.8333333333	1	2.9166666667
18	2.7586206897	2.35	3	2.5384615385	3.0833333333	1	3.25
18	1.6206896552	2.75	32	2.3076923077	2.5833333333	0	3.0833333333
18	2.6551724138	2.4	13	3.0769230769	3.25	1	2.4166666667
18	3.0689655172	2.4	10	2.1153846154	3.3333333333	1	3.0833333333
18	2.9310344828	3.25	24	1.7692307692	4.1666666667	0	3.25
18	2	1.8	0	2	4	1	3
18	2.6896551724	2.1	0	1.7692307692	4.5	1	3.1666666667
18	2.1034482759	2.7	36	2.4615384615	3.5	1	2.9166666667
18	2.7931034483	2.45	22	2.3846153846	3.75	1	4
18	3.6896551724	2.65	20	2.8076923077	2.75	1	3.4166666667
18	3.4137931034	2.95	56	2.1923076923	4.1666666667	0	3.5833333333
18	2.7586206897	2.55	2	2.2692307692	3.3333333333	0	2.6666666667
18	1.8275862069	2.4	0	2.1538461538	3.3333333333	0	3.4166666667
18	3.3448275862	2.75	35	2.4615384615	3.75	0	2.8333333333
18	2.275862069	1.8	0	2.7692307692	2.9166666667	1	3.1666666667
18	2.4827586207	2.5	3	2.1923076923	3.75	1	3.9166666667
18	2.1034482759	2.6	24	2	4.0833333333	1	2.8333333333
18	2.8620689655	2.65	1	1.7692307692	3.3333333333	1	3.6666666667
18	3.2068965517	2.85	16	2.1923076923	3.8333333333	1	3.6666666667
18	1.7931034483	2.15	5	2.5	3.5833333333	1	3.4166666667
18	2.8965517241	2.55	55	2.3076923077	3.8333333333	1	2.0833333333
18	3.1379310345	2.45	15	2.3846153846	3	1	3.25
18	2.2413793103	3.25	0	2.1153846154	4.1666666667	0	3.0833333333
18	3.8275862069	2.3	14	2.2692307692	3.6666666667	1	2.4166666667
18	2.6206896552	2.85	15	2.1153846154	3.6666666667	1	3.4166666667
18	2.7931034483	2.5	28	2.3076923077	3.5	0	2.9166666667
18	2.4137931034	2.75	27	2.5	3.1666666667	1	3.6666666667
18	2.4482758621	2.3	50	2.4615384615	3.3333333333	1	1.8333333333
18	2.6551724138	2.7	28	2.5769230769	3.4166666667	1	2.8333333333
18	3.1724137931	2.65	7	2.6923076923	3.4166666667	1	4.25
18	2.7931034483	2.9	NA	2.2692307692	3.5833333333	1	4.1666666667
18	3.275862069	1.9	27	2.4615384615	3.9166666667	1	4.6666666667
18	1.7931034483	2.65	32	2.9230769231	3.1666666667	1	3.4166666667
18	2.7931034483	2.65	28	2.4615384615	2.9166666667	1	3.1666666667
18	2.5172413793	2.4	4	2.4230769231	3.4166666667	1	3.0833333333
18	3.724137931	2.55	1	3.1538461538	2.25	1	2.5833333333
18	2.4827586207	3.25	18	2.2307692308	3.3333333333	1	4.4166666667
18	3.5862068966	2.6	9	2.1153846154	4.1666666667	0	1.9166666667
18	3.4137931034	2.4	0	2	4.1666666667	1	4.25
18	2.5172413793	2.1	0	2.0769230769	3.8333333333	1	3.25
18	2.4137931034	2.1	20	2.2692307692	2.0833333333	1	4
18	3.1379310345	2.1	15	2.0384615385	3.8333333333	1	2.9166666667
18	2.5517241379	2.6	11	1.7692307692	3.4166666667	1	4
18	2.1724137931	2.6	11	2	3.5	0	3.0833333333
18	1.7931034483	2.4	20	2.3846153846	4.3333333333	1	3.75
18	3.275862069	2.55	0	2.6538461538	2.8333333333	1	3.1666666667
18	3.1379310345	3.05	40	2.5769230769	3.0833333333	1	3.6666666667
18	2.6896551724	2.25	3	1.9615384615	3.3333333333	1	2.8333333333
18	3.0689655172	2.9	0	3.0769230769	2.8333333333	1	3.4166666667
18	3.0344827586	2.95	6	2.4615384615	3	1	2.8333333333
18	2.4827586207	2.85	3	2.6153846154	3.1666666667	1	3.6666666667
18	2.3793103448	2.65	5	2.0384615385	3.9166666667	0	3.1666666667
18	3.1724137931	2.2	3	2.0384615385	4.1666666667	0	3.4166666667
18	2.0689655172	2.6	35	2.1538461538	3.9166666667	1	3.3333333333
18	3.1379310345	2.95	12	2.0769230769	4.1666666667	1	3.5
18	1.9310344828	2.65	45	2.7692307692	3.0833333333	0	3.0833333333
18	2.1034482759	2.95	36	2.5	2.9166666667	1	3.75
18	2.1724137931	2.7	2	1.8076923077	3.5	0	3.4166666667
18	2.724137931	2.6	0	2.2307692308	2.8333333333	1	3.3333333333
18	1.9310344828	2.6	19	1.9615384615	3.4166666667	1	3
18	2.3103448276	2.1	32	2.2307692308	3.3333333333	1	4.0833333333
18	2.8620689655	3.1	36	2	3.25	1	4.4166666667
18	2.275862069	2.45	0	1.5384615385	3.5833333333	1	4.3333333333
18	2.724137931	2.45	24	2.1538461538	3.6666666667	1	3.25
18	2.1034482759	3	0	2.5769230769	3.8333333333	1	2.4166666667
18	2.9310344828	2.6	22	2.6538461538	3.5	1	3
18	1.4827586207	2.25	12	2.3076923077	3.1666666667	1	3
18	1.8965517241	2.65	15	2.1538461538	3.0833333333	1	3.5
18	2.6551724138	3	7	2.5769230769	1.9166666667	1	3.5833333333
18	1.8275862069	2.9	18	2.2692307692	3.75	1	3.5833333333
18	1.9310344828	2.25	21	2.0769230769	4.1666666667	1	3.1666666667
18	2.3448275862	1.8	0	2.1923076923	4	0	2.8333333333
18	2.6896551724	3.1	NA	2.0769230769	3.75	0	3.6666666667
18	2.5862068966	2.35	39	2.2692307692	3.3333333333	1	3.6666666667
18	2.5172413793	2.3	8	2.5384615385	2.75	1	2.5
18	2.6206896552	2.7	10	2.1923076923	3.5	1	3.5
18	3.1724137931	2.5	0	2.1923076923	4.3333333333	0	3.3333333333
18	3.275862069	3.1	54	3.0769230769	2.4166666667	1	3.9166666667
18	3.275862069	2.55	27	2.6923076923	4.3333333333	1	4.1666666667
18	1.6896551724	2.15	4	1.4230769231	4.75	1	4.0833333333
18	2.0689655172	2.6	16	2.6923076923	3.9166666667	1	3.4166666667
18	3.0344827586	2.55	7	2.5769230769	3.4166666667	1	3.6666666667
18	2.8275862069	2.45	33	2.9615384615	3.3333333333	0	2.6666666667
18	2.724137931	2.75	12	1.6923076923	4.25	0	4.3333333333
18	3.2068965517	2.9	18	2.1538461538	3.4166666667	1	2.75
18	3.2068965517	2.3	21	2.3461538462	3.75	1	3.5
18	2.1379310345	1.95	0	1.8076923077	3.5	1	2.5833333333
18	2.3103448276	2.55	5	1.8846153846	4.0833333333	0	3.1666666667
18	3.1724137931	2.7	15	1.7307692308	4.5833333333	0	3.25
18	2.6896551724	2.7	17	2.6923076923	2.6666666667	1	3.6666666667
18	3	3.1	13	2.1538461538	3.5	1	3.1666666667
18	2.1724137931	2.2	4	2.1538461538	3.25	1	3.3333333333
18	2.9310344828	1.6	3	1.8461538462	4.25	1	2.9166666667
18	2.724137931	2.3	3	1.7692307692	4.5	1	4
18	2.7931034483	2.35	14	2.5384615385	2.8333333333	1	3.3333333333
18	2.8275862069	3	31	2.6153846154	3.1666666667	1	3.0833333333
18	2.8620689655	2.75	14	2.4230769231	2.75	1	3.0833333333
18	2	2.2	0	1.9230769231	4.6666666667	1	2.5833333333
18	2.8620689655	2.55	28	3.1153846154	2.9166666667	1	3.0833333333
18	2.7586206897	2.95	73	2.8461538462	3.5833333333	0	2.6666666667
18	2.8965517241	2.6	28	2.2692307692	3.6666666667	1	3.5
18	3	3	40	3.0769230769	2.6666666667	1	3.1666666667
18	2.2068965517	2.35	7	1.8461538462	3.9166666667	1	3.6666666667
18	2.4482758621	2.65	8	2.1538461538	3.25	1	3.5833333333
18	2.8620689655	2.35	12	2.3076923077	3.1666666667	0	2.3333333333
18	2.6896551724	2.6	8	2.1923076923	3.6666666667	1	3
18	3.1379310345	2.9	12	2.3076923077	3.3333333333	1	3.1666666667
18	2.1724137931	2.65	10	2.2692307692	2.8333333333	1	3.5833333333
18	2	2.75	24	2.2307692308	3.6666666667	0	3.5
18	2.7586206897	2.95	NA	2.4230769231	3.4166666667	1	3.1666666667
18	3.4137931034	2.5	2	2.5384615385	3.4166666667	1	2.5833333333
18	2.4482758621	2	2	2.5384615385	3.1666666667	1	2.75
18	2.275862069	2.9	1	2.1923076923	3.8333333333	0	3.3333333333
18	3.1034482759	2.35	15	2.6538461538	3.5833333333	1	2.6666666667
18	3.5172413793	2.25	1	2.2307692308	3	1	3.1666666667
18	3	1.6	0	2	4.8333333333	1	3.0833333333
19	3.275862069	3.1	0	2.5769230769	3.9166666667	0	2.5833333333
19	3.1724137931	2.65	14	2.5769230769	2.6666666667	0	2.4166666667
19	3.1724137931	2.5	18	2.4230769231	2.75	0	2.75
19	2.8275862069	2.75	4	2.1153846154	3.6666666667	0	3.75
19	3.1724137931	3.05	17	2.6153846154	3.3333333333	1	3.6666666667
